track_number,datetime,center_lat,center_lon,total_precip,area
20797,2011-08-10 13:30:00,42.78312,22.93813,180.0113,69
21722,2011-08-19 11:30:00,47.09284,14.272719,1108.2803,125
22117,2011-08-23 22:30:00,48.847263,10.354108,657.8308,173
22209,2011-08-24 23:30:00,42.40369,-0.50746197,355.18445,60
22777,2011-08-31 12:30:00,41.689365,1.2259078,40.83914,15
22804,2011-08-31 17:30:00,36.468346,3.8146386,100.43893,124
22890,2011-09-01 14:30:00,47.3045,15.510802,376.62683,205
22908,2011-09-01 16:30:00,45.308884,0.4168455,352.12906,189
23252,2011-09-05 09:30:00,48.10249,13.413827,804.27637,261
23334,2011-09-06 11:30:00,41.32069,20.315384,4.931282,20
24507,2011-09-18 21:30:00,45.232456,11.269,2756.2012,1760
24584,2011-09-19 14:30:00,37.229355,14.082312,658.46497,149
24588,2011-09-19 15:30:00,38.93509,19.079458,1751.2185,788
24634,2011-09-20 02:30:00,38.557564,19.749605,47.776466,17
25110,2011-09-25 13:30:00,38.375168,15.318241,166.92401,52
26215,2011-10-07 17:30:00,41.02335,15.317685,548.11237,282
26271,2011-10-08 06:30:00,41.127712,18.440693,21.707695,48
26411,2011-10-09 21:30:00,39.264553,23.195793,106.91344,41
26763,2011-10-13 14:30:00,42.898167,19.441614,1519.3658,257
26831,2011-10-14 06:30:00,39.978333,19.27946,240.98138,49
27579,2011-10-21 23:30:00,35.88022,-5.2061048,138.43462,28
27787,2011-10-24 05:30:00,38.95488,9.796199,218.9963,50
28402,2011-10-31 16:30:00,36.008434,14.830641,74.021904,197
28596,2011-11-02 04:30:00,35.48567,11.364256,213.55438,98
28648,2011-11-02 18:30:00,43.339123,-8.178238,21.505322,17
28893,2011-11-05 10:30:00,43.655544,-2.8478546,1021.62006,1019
29038,2011-11-06 19:30:00,40.25526,20.760527,0.0,19
29215,2011-11-08 12:30:00,39.15731,17.506784,154.58742,110
29294,2011-11-09 07:30:00,38.121174,15.463237,41.366898,48
29439,2011-11-10 18:30:00,37.05073,17.092384,20.083738,13
29489,2011-11-11 11:30:00,36.6125,20.710478,116.49255,68
29865,2011-11-16 19:30:00,39.510162,-9.39006,99.226105,120
29940,2011-11-16 19:30:00,36.6992,13.10094,273.13147,61
30119,2011-11-18 19:30:00,40.31308,5.925999,81.528076,64
30217,2011-11-20 10:30:00,38.952618,-3.490652,769.95654,1006
30317,2011-11-20 21:30:00,39.47843,-1.3779556,684.41235,1240
30491,2011-11-22 17:30:00,37.27764,2.8021066,1356.0289,702
30512,2011-11-22 21:30:00,39.827152,10.378645,5.2612095,11
31037,2011-11-28 13:30:00,36.54774,6.8412457,26.157896,20
31056,2011-11-28 20:30:00,36.44458,10.2428465,7.895786,10
31085,2011-11-29 04:30:00,36.293133,12.568071,2440.9487,302
31518,2011-12-04 17:30:00,48.574932,21.905563,53.881344,765
31670,2011-12-06 11:30:00,49.111404,8.977681,592.77496,129
32125,2011-12-11 17:30:00,40.779884,8.280511,244.41579,39
32158,2011-12-12 00:30:00,41.39323,12.392862,485.7646,90
32187,2011-12-12 09:30:00,46.345978,9.075488,692.3634,684
32191,2011-12-12 09:30:00,42.80461,20.22772,65.62308,52
32384,2011-12-14 06:30:00,50.073715,0.19630359,288.31088,496
32474,2011-12-15 05:30:00,50.172035,0.82805943,1858.8848,1252
32533,2011-12-15 15:30:00,44.018673,17.56879,27.003422,32
32700,2011-12-17 06:30:00,46.89393,11.922465,2472.4219,2561
32775,2011-12-18 00:30:00,46.473316,8.804402,25.03708,57
32789,2011-12-18 04:30:00,43.66652,8.359237,4.5010586,9
32889,2011-12-19 07:30:00,44.009483,18.0337,2125.89,3133
32900,2011-12-19 14:30:00,45.230232,19.315199,1124.0085,2982
33812,2011-12-31 00:30:00,50.039333,7.3793635,443.20837,299
142,2012-01-02 16:30:00,46.27818,8.665043,6773.7363,1581
363,2012-01-05 14:30:00,48.27187,9.573286,8399.387,2755
399,2012-01-05 23:30:00,47.40375,10.547546,328.96817,85
443,2012-01-06 15:30:00,41.00943,20.22133,1215.4794,3034
1264,2012-01-15 23:30:00,39.867424,-0.13860628,20.678371,65
1701,2012-01-20 15:30:00,40.066757,17.763344,55.746918,398
1673,2012-01-20 18:30:00,45.98409,20.570938,1055.864,1616
1717,2012-01-20 18:30:00,44.19364,16.765999,3032.523,913
2020,2012-01-24 01:30:00,46.467636,14.340539,8.617336,265
2390,2012-01-28 14:30:00,47.325657,12.059732,52.82909,22
2397,2012-01-29 04:30:00,36.041695,11.311115,52.38415,117
2354,2012-01-29 14:30:00,40.45739,18.044182,207.32455,414
2771,2012-02-02 04:30:00,38.482864,8.724583,35.858654,39
2818,2012-02-02 17:30:00,36.96554,6.718186,141.91647,434
2893,2012-02-03 16:30:00,43.215816,18.371853,3425.02,2674
2925,2012-02-04 04:30:00,42.078186,18.788189,7231.9614,4038
3024,2012-02-06 10:30:00,38.42481,19.17963,10625.89,6233
3180,2012-02-07 07:30:00,47.510284,19.353489,1405.5684,3005
3485,2012-02-11 08:30:00,41.602703,19.95254,783.62244,789
4565,2012-02-23 02:30:00,36.46572,20.605997,1605.5123,374
4921,2012-02-26 22:30:00,39.33037,16.861444,149.08089,86
5640,2012-03-05 02:30:00,38.994503,20.515446,49.616837,23
7186,2012-03-22 06:30:00,41.520157,2.4152668,11.233726,17
7856,2012-03-29 21:30:00,42.13652,23.926334,10.953732,14
7906,2012-03-31 00:30:00,38.7432,-4.2004685,108.267685,568
8098,2012-04-01 13:30:00,35.596905,1.45121,5.5474067,13
8176,2012-04-02 13:30:00,38.706005,-2.2998142,47.70796,25
8269,2012-04-03 21:30:00,36.35123,5.5221443,1140.8157,632
8309,2012-04-04 01:30:00,38.95983,18.054462,213.74562,58
8380,2012-04-04 16:30:00,36.383865,6.9845014,2345.0847,799
8356,2012-04-04 22:30:00,37.81361,15.3427515,1756.8677,1251
8453,2012-04-05 11:30:00,42.397068,13.267312,34.48943,12
8460,2012-04-05 13:30:00,47.404446,16.101532,196.81583,42
8478,2012-04-05 17:30:00,37.832573,-5.449715,10.595005,9
8551,2012-04-06 13:30:00,47.07807,22.792328,173.34515,62
8647,2012-04-07 14:30:00,46.21939,17.326254,304.84512,623
9526,2012-04-16 05:30:00,38.80095,17.553297,107.775696,253
9546,2012-04-16 09:30:00,40.025074,21.637415,38.750355,95
9641,2012-04-17 05:30:00,38.639828,20.396492,45.614258,96
9802,2012-04-18 12:30:00,46.38594,8.92783,55.026623,37
9948,2012-04-19 15:30:00,40.607803,16.989656,3.6449745,11
10262,2012-04-22 19:30:00,36.82593,10.584158,398.27582,241
10291,2012-04-23 04:30:00,38.183037,11.3709955,67.202385,46
10354,2012-04-23 20:30:00,44.968212,3.9870663,1718.8265,1105
10423,2012-04-24 12:30:00,49.48966,14.490848,0.17352055,13
10497,2012-04-25 07:30:00,46.03401,20.207249,26.078186,21
10891,2012-04-29 11:30:00,37.769478,-4.7589536,436.00415,459
10921,2012-04-29 15:30:00,44.139027,-0.6480765,267.49072,122
11055,2012-05-01 03:30:00,40.26287,8.433902,82.324486,81
11193,2012-05-02 13:30:00,50.654858,9.135278,367.42926,115
11205,2012-05-02 16:30:00,50.94917,12.341806,608.3994,412
11243,2012-05-03 03:30:00,42.03867,-9.154859,811.4519,298
11279,2012-05-03 10:30:00,43.623787,20.037941,75.140564,37
11287,2012-05-03 12:30:00,44.492958,17.726004,244.61378,125
11348,2012-05-04 04:30:00,47.111908,-5.8833375,14.027945,33
11373,2012-05-04 10:30:00,44.7719,1.053986,559.78296,554
11411,2012-05-04 20:30:00,42.50753,-6.440332,108.579094,76
11470,2012-05-05 09:30:00,49.514805,11.097439,153.8695,96
11487,2012-05-05 14:30:00,45.537304,3.9929466,1967.4186,1046
11556,2012-05-06 08:30:00,47.042343,9.993351,110.66362,64
12273,2012-05-13 10:30:00,44.08425,10.629599,6.9446726,11
12859,2012-05-18 22:30:00,44.444504,-2.1712964,14.826265,16
12922,2012-05-19 15:30:00,44.733913,1.2836229,81.42173,28
12959,2012-05-20 05:30:00,42.641193,3.0186183,2078.5122,887
13125,2012-05-21 17:30:00,47.9874,9.176921,179.70932,76
13499,2012-05-25 10:30:00,43.988014,7.9859056,7.6519117,14
14476,2012-06-04 13:30:00,45.671875,17.816923,121.63977,97
14497,2012-06-04 18:30:00,46.484417,24.16471,62.940033,24
14760,2012-06-07 16:30:00,37.175373,3.001424,155.82338,64
14859,2012-06-08 17:30:00,49.058178,15.662625,2554.6294,766
14866,2012-06-08 18:30:00,43.50142,12.996652,1.1475484,15
14917,2012-06-09 08:30:00,45.759205,13.719065,287.04813,228
14967,2012-06-09 17:30:00,45.79286,14.653349,316.5449,124
14973,2012-06-09 18:30:00,45.93996,8.813121,931.1487,400
15048,2012-06-10 19:30:00,45.684734,22.113798,3868.4106,1866
15102,2012-06-11 09:30:00,49.037785,24.37138,0.7195962,10
15685,2012-06-18 14:30:00,41.22295,-0.8471664,50.038536,65
15788,2012-06-19 20:30:00,51.312733,10.744515,91.47177,105
15867,2012-06-20 17:30:00,51.292217,19.434835,98.54219,72
15944,2012-06-21 12:30:00,47.573257,15.178641,49.060326,59
15945,2012-06-21 12:30:00,51.23751,23.23847,215.7404,44
16226,2012-06-24 11:30:00,41.268646,20.974386,29.90586,50
16305,2012-06-25 08:30:00,47.316666,15.55087,870.7075,412
16590,2012-06-28 15:30:00,46.221138,3.9711053,20.756102,16
17000,2012-07-02 13:30:00,47.536457,11.516489,3.106928,26
17091,2012-07-03 11:30:00,49.659195,14.745479,171.14073,182
17101,2012-07-03 12:30:00,47.07389,15.229166,22.655327,23
17252,2012-07-04 17:30:00,42.924644,0.8530673,19.99641,19
17330,2012-07-05 11:30:00,50.193493,11.135642,733.60724,240
17332,2012-07-05 11:30:00,45.981247,14.335323,245.45245,65
17362,2012-07-05 16:30:00,47.803825,8.746075,179.46126,160
17397,2012-07-06 01:30:00,45.83908,10.395017,126.87219,71
17446,2012-07-06 12:30:00,49.55263,20.378618,116.74144,102
17703,2012-07-08 19:30:00,50.95646,19.980793,352.68417,110
18199,2012-07-13 04:30:00,47.05688,11.105107,559.3765,501
18878,2012-07-19 13:30:00,47.69823,15.282768,13.068466,10
18968,2012-07-20 15:30:00,46.813263,9.562875,364.07367,222
19037,2012-07-21 08:30:00,45.958973,11.128375,1137.5928,378
19198,2012-07-22 20:30:00,38.847706,13.717316,52.26869,77
19296,2012-07-23 18:30:00,40.62926,18.029247,86.83282,51
19586,2012-07-26 15:30:00,41.61367,-1.7985392,19.953436,57
19663,2012-07-27 10:30:00,46.04905,-2.8037267,42.710644,34
19680,2012-07-27 12:30:00,41.60223,-2.7622817,31.218952,18
19690,2012-07-27 14:30:00,47.820576,3.4085937,37.45035,19
19685,2012-07-27 14:30:00,51.129128,7.1867237,698.3801,211
19759,2012-07-28 12:30:00,47.348362,12.322949,1344.3296,281
19828,2012-07-29 10:30:00,47.34859,14.328176,471.41467,102
19837,2012-07-29 12:30:00,45.67796,18.296616,256.2755,105
20258,2012-08-03 10:30:00,50.899406,20.045013,11.816003,18
21439,2012-08-16 11:30:00,46.574722,12.098642,1242.798,249
21822,2012-08-20 13:30:00,46.026375,7.715942,41.300877,29
21827,2012-08-21 02:30:00,50.54619,21.431097,414.02774,122
21966,2012-08-21 23:30:00,49.459328,8.768747,773.41455,288
22732,2012-08-29 14:30:00,47.07603,7.1815577,127.795334,40
22754,2012-08-29 16:30:00,42.00815,-1.7942052,17.098358,38
23299,2012-09-04 15:30:00,42.11798,15.462282,219.6878,112
24132,2012-09-13 13:30:00,38.37353,17.801447,469.70203,87
24184,2012-09-14 03:30:00,41.529648,16.790003,6103.6074,2312
24259,2012-09-14 19:30:00,41.63173,22.642313,0.97329944,10
24274,2012-09-15 10:30:00,39.449837,22.967426,1594.8198,940
24449,2012-09-18 04:30:00,37.51315,-7.4953046,300.68265,576
24678,2012-09-19 09:30:00,43.632317,11.032552,35.417313,23
24682,2012-09-19 10:30:00,46.415386,11.761811,469.40735,158
24749,2012-09-20 05:30:00,41.448708,18.935118,356.26068,112
25284,2012-09-25 17:30:00,47.227177,12.933066,0.7246548,43
25709,2012-09-30 03:30:00,39.174255,10.411685,397.20416,113
25888,2012-10-01 20:30:00,48.980362,24.359518,15.799138,17
26548,2012-10-09 05:30:00,44.93232,11.438214,543.4723,195
26811,2012-10-11 23:30:00,44.766823,14.052859,85.69043,48
26830,2012-10-12 05:30:00,40.06719,18.986277,28.35732,16
26843,2012-10-12 08:30:00,36.849083,12.5271225,28.654184,19
26859,2012-10-12 11:30:00,38.59765,-2.9245257,16.34669,22
26909,2012-10-13 02:30:00,36.716614,8.0843725,1203.7795,332
26927,2012-10-13 07:30:00,37.230434,11.041778,2834.7769,907
26959,2012-10-13 14:30:00,43.540123,11.009967,4.8132324,15
26992,2012-10-14 02:30:00,37.53678,17.625866,385.19568,48
27045,2012-10-14 15:30:00,42.16328,-1.6288341,2914.013,2090
27060,2012-10-14 19:30:00,41.59804,19.081224,164.01515,50
27079,2012-10-15 03:30:00,37.91505,12.095844,288.11105,57
27161,2012-10-15 23:30:00,38.375496,14.916454,6159.5654,3256
27185,2012-10-16 07:30:00,37.14722,15.819731,682.78015,473
27204,2012-10-16 09:30:00,36.775234,17.832136,255.36961,85
27232,2012-10-16 19:30:00,47.481255,22.023455,1516.8154,1028
27933,2012-10-23 20:30:00,39.643288,11.298781,11.019066,17
27993,2012-10-24 11:30:00,37.524364,11.418193,185.22977,32
28223,2012-10-27 04:30:00,39.426727,19.471336,2332.8662,1060
28269,2012-10-27 15:30:00,39.48817,19.517029,1056.2524,1406
28293,2012-10-27 21:30:00,41.639915,14.383715,1934.3585,973
28312,2012-10-28 02:30:00,40.181343,21.153326,332.68427,226
28339,2012-10-28 09:30:00,39.70488,21.177395,524.9258,855
28457,2012-10-29 15:30:00,42.27603,18.564676,384.15305,119
28430,2012-10-29 21:30:00,43.715088,-8.403671,53.151814,127
28656,2012-10-31 22:30:00,36.559345,18.912663,2104.573,987
29543,2012-11-09 21:30:00,44.14267,-1.9013262,71.96359,36
29696,2012-11-11 10:30:00,45.453487,12.290214,8553.441,1876
29702,2012-11-11 11:30:00,48.430443,16.10908,61.985294,286
29719,2012-11-11 14:30:00,37.662975,-2.0203948,127.51917,35
30074,2012-11-15 12:30:00,38.552067,13.665968,28.727612,15
30263,2012-11-17 15:30:00,39.463497,2.4012907,156.72823,431
30291,2012-11-17 21:30:00,40.105003,3.4019072,411.49994,301
30184,2012-11-18 05:30:00,37.181843,12.915663,2.294372,22
30386,2012-11-18 20:30:00,41.161427,14.288845,175.84866,182
30414,2012-11-19 02:30:00,38.349827,20.00623,293.57516,74
30523,2012-11-20 05:30:00,38.65184,19.971632,3289.4277,1281
31187,2012-11-27 14:30:00,38.034542,13.631399,1.8719767,144
31203,2012-11-27 18:30:00,44.66404,10.685191,6076.659,2063
31194,2012-11-28 05:30:00,39.43274,17.12666,134.7716,327
31238,2012-11-28 06:30:00,39.34756,16.86188,254.32527,67
31290,2012-11-28 20:30:00,40.20361,19.041399,1172.0844,152
31292,2012-11-28 21:30:00,44.814785,17.201231,9177.525,2713
31308,2012-11-29 01:30:00,45.06744,14.956431,201.85118,47
31441,2012-11-30 12:30:00,37.989193,18.162586,1637.717,693
31461,2012-12-01 13:30:00,38.38332,3.9702065,1439.5273,909
31724,2012-12-03 13:30:00,41.84246,22.900373,252.9388,448
31845,2012-12-05 02:30:00,40.107975,19.172142,2935.8052,2165
31861,2012-12-05 05:30:00,40.028915,7.8351903,153.05908,175
31869,2012-12-05 07:30:00,41.57594,21.398834,608.67755,1818
32077,2012-12-07 08:30:00,47.368515,9.220371,0.0,27
32201,2012-12-08 15:30:00,40.381462,19.717688,6292.266,2710
32225,2012-12-08 21:30:00,39.68384,17.254877,88.21534,52
32568,2012-12-12 23:30:00,45.212376,-4.7338643,2502.9707,2077
32910,2012-12-16 06:30:00,47.191757,-3.7229488,173.85965,80
32939,2012-12-16 14:30:00,43.48254,19.095247,273.0315,95
33014,2012-12-17 11:30:00,38.526497,16.132189,0.38800746,538
33506,2012-12-22 21:30:00,43.558075,7.444364,3.8497834,18
33726,2012-12-25 03:30:00,45.184883,15.259641,0.20554209,19
33992,2012-12-28 03:30:00,46.46644,18.533703,196.6644,397
34025,2012-12-28 09:30:00,41.21998,21.631943,4.1693645,123
34067,2012-12-29 00:30:00,39.707767,23.222197,115.491356,28
110,2013-01-01 22:30:00,48.75158,14.702034,402.99384,442
591,2013-01-08 10:30:00,48.263027,15.012682,344.75253,450
910,2013-01-11 18:30:00,42.123558,17.117489,369.9527,71
843,2013-01-11 23:30:00,48.932026,-4.084853,3010.769,1044
992,2013-01-12 16:30:00,43.616177,-5.2881155,571.4094,434
966,2013-01-12 18:30:00,46.530525,-8.1898985,1210.544,442
1169,2013-01-15 00:30:00,45.075626,22.757599,299.04294,717
1194,2013-01-15 11:30:00,40.325943,17.227306,12435.024,2659
1253,2013-01-15 19:30:00,44.81027,21.21897,231.09863,359
1262,2013-01-15 22:30:00,48.993824,20.137745,684.5362,716
1270,2013-01-16 02:30:00,38.490086,22.300943,1375.7147,268
1307,2013-01-16 11:30:00,39.75483,20.217646,872.56604,275
1389,2013-01-17 09:30:00,39.491714,11.810457,93.50022,169
1374,2013-01-17 13:30:00,40.937847,21.143324,144.03857,94
1465,2013-01-18 09:30:00,46.61695,19.717075,1849.932,3633
1501,2013-01-18 17:30:00,46.619602,2.4905088,49.679405,72
1660,2013-01-20 11:30:00,47.87435,9.599781,59.4168,23
1729,2013-01-21 06:30:00,46.36812,14.58601,1777.8013,1648
1971,2013-01-23 21:30:00,39.01811,18.434109,127.141335,74
2011,2013-01-24 08:30:00,39.408695,15.653453,356.9102,352
2042,2013-01-24 17:30:00,42.248554,19.656832,51.90126,54
2173,2013-01-26 09:30:00,38.07399,2.8749046,428.7246,124
2280,2013-01-27 18:30:00,46.694027,21.09512,89.52289,259
2490,2013-01-30 06:30:00,45.129936,14.070834,38.72229,39
2757,2013-02-02 16:30:00,45.30098,13.374279,5458.0864,2799
2775,2013-02-02 22:30:00,44.65744,16.425774,6168.8745,2415
2783,2013-02-02 23:30:00,39.20791,16.22747,108.875046,51
2876,2013-02-04 12:30:00,44.21481,6.958131,21.3997,47
2913,2013-02-05 02:30:00,49.73242,10.249032,862.4525,542
2964,2013-02-05 19:30:00,45.955414,19.19293,1286.2484,2779
2991,2013-02-06 00:30:00,47.173996,13.361178,2721.1057,2064
2994,2013-02-06 01:30:00,45.930187,15.28682,862.107,587
3054,2013-02-06 16:30:00,36.402985,8.468998,804.0788,415
3047,2013-02-06 21:30:00,44.853397,20.740128,648.1525,2014
3087,2013-02-07 05:30:00,40.658886,21.11607,475.1796,1382
3179,2013-02-08 06:30:00,40.01419,19.27961,72.05171,135
3282,2013-02-09 14:30:00,43.77533,17.222862,39.512733,48
3406,2013-02-11 06:30:00,48.143562,-6.52229,1651.9913,1148
3500,2013-02-11 23:30:00,38.39951,16.160795,272.73288,388
3529,2013-02-12 08:30:00,38.831505,7.59469,518.78424,980
3519,2013-02-12 17:30:00,42.093742,17.880453,2553.4556,3574
3569,2013-02-12 23:30:00,47.95611,21.818117,321.13995,732
3719,2013-02-14 13:30:00,37.711315,21.761335,716.5376,1114
3770,2013-02-15 00:30:00,38.787422,22.851372,1003.4793,623
4085,2013-02-18 16:30:00,37.15209,15.849258,29.456594,86
4070,2013-02-18 17:30:00,36.973366,-6.1978226,2558.8818,822
4460,2013-02-22 19:30:00,41.46488,14.622722,816.69995,630
4479,2013-02-23 01:30:00,43.127792,16.935553,1945.6388,1036
4573,2013-02-23 23:30:00,41.600834,16.361921,1558.4008,1720
4656,2013-02-24 16:30:00,43.179108,18.778084,2494.9739,1561
4655,2013-02-24 17:30:00,40.81599,20.861652,1070.5569,728
4680,2013-02-24 22:30:00,44.530575,22.577587,501.68594,371
4699,2013-02-25 03:30:00,40.5259,20.083618,10.887944,10
4793,2013-02-26 01:30:00,46.081604,17.490969,248.63615,564
4942,2013-02-27 18:30:00,38.845608,-6.4250975,13.000203,27
5184,2013-03-02 14:30:00,38.77351,18.197931,2053.7104,458
5591,2013-03-07 13:30:00,39.77493,20.798111,709.8556,900
5561,2013-03-07 14:30:00,43.705112,-6.785495,3043.4119,2221
5634,2013-03-07 15:30:00,49.993877,15.356303,12.428375,211
5659,2013-03-07 21:30:00,43.435455,0.19517699,906.0094,716
5751,2013-03-08 19:30:00,40.249195,-8.672625,425.5175,73
5784,2013-03-09 07:30:00,43.161163,-9.130556,111.82806,68
5839,2013-03-09 22:30:00,39.31137,-8.015989,804.07806,301
5939,2013-03-10 20:30:00,42.94081,18.789825,1045.4258,363
5989,2013-03-11 10:30:00,42.577793,12.449557,150.33035,87
6092,2013-03-12 15:30:00,43.606712,-2.8742352,70.60206,162
6099,2013-03-12 16:30:00,40.698254,14.839231,857.3195,943
6144,2013-03-13 06:30:00,43.971348,10.597483,31.243027,17
6218,2013-03-14 02:30:00,43.85717,16.40574,1528.7562,1979
6242,2013-03-14 11:30:00,46.581665,13.960809,401.12366,775
6238,2013-03-14 12:30:00,42.086136,20.26557,7989.8906,5888
6256,2013-03-14 16:30:00,43.18469,18.532785,1975.1416,2173
6765,2013-03-20 21:30:00,44.556778,16.84462,1980.4241,1812
7086,2013-03-23 19:30:00,42.15,7.55,0.04079568,10
7213,2013-03-25 03:30:00,43.91715,20.241964,121.6328,763
7278,2013-03-25 18:30:00,42.969723,17.130993,1273.9894,689
7539,2013-03-28 07:30:00,46.452946,6.191285,54.14516,131
7630,2013-03-29 21:30:00,47.911285,-8.544502,14.657395,46
7752,2013-03-30 16:30:00,45.83737,12.510728,2393.962,2092
7779,2013-03-30 23:30:00,42.847458,18.019241,252.54095,197
7763,2013-03-31 03:30:00,45.419056,-8.224907,195.4429,684
8255,2013-04-05 14:30:00,38.641888,-1.1096425,2407.104,715
8319,2013-04-05 21:30:00,37.734962,1.8247839,823.04333,259
8278,2013-04-06 00:30:00,36.361855,6.4039884,118.71995,389
8346,2013-04-06 06:30:00,36.511776,6.0134306,128.14958,106
8363,2013-04-06 09:30:00,35.72741,19.638002,14.35972,88
8881,2013-04-11 15:30:00,45.46562,0.27862102,4380.8276,2205
8993,2013-04-13 06:30:00,35.903076,1.8916187,230.84164,1228
9609,2013-04-19 01:30:00,43.269005,0.84311444,40.17229,75
9935,2013-04-22 01:30:00,39.732353,18.492064,27.6094,90
10010,2013-04-22 17:30:00,43.014587,18.44354,1179.5991,777
10835,2013-05-01 04:30:00,42.62676,3.9394445,1.9718273,146
10837,2013-05-01 04:30:00,37.71364,10.025973,47.494884,53
10909,2013-05-01 21:30:00,43.25223,13.445333,960.1898,881
10956,2013-05-02 08:30:00,48.58942,16.94284,605.9556,249
10966,2013-05-02 10:30:00,48.226505,13.846541,0.32723856,76
10989,2013-05-02 15:30:00,44.95224,18.838512,442.25302,419
10994,2013-05-02 16:30:00,46.860123,3.4385679,233.45459,93
11070,2013-05-03 10:30:00,47.937737,18.92092,33.736614,27
11087,2013-05-03 13:30:00,47.779354,7.058385,591.7753,92
11096,2013-05-04 00:30:00,36.7272,4.91625,1609.1803,846
11175,2013-05-04 13:30:00,38.475967,12.681727,549.369,252
11256,2013-05-05 10:30:00,44.50169,18.355963,183.90927,96
11278,2013-05-05 14:30:00,45.146095,10.716759,2441.6587,787
11358,2013-05-06 11:30:00,40.519867,20.898289,212.97134,189
11361,2013-05-06 12:30:00,47.27559,19.791742,548.2929,669
11454,2013-05-07 11:30:00,44.50806,17.606565,347.84277,90
11550,2013-05-08 10:30:00,37.810207,22.022608,39.319523,28
11685,2013-05-09 22:30:00,48.739754,9.7783575,256.7638,75
11825,2013-05-11 11:30:00,44.17648,18.534607,52.19886,16
12132,2013-05-14 11:30:00,41.015465,-3.7288566,11.737427,24
12384,2013-05-17 00:30:00,44.383183,9.561371,468.07922,82
12428,2013-05-17 09:30:00,45.634525,14.582706,324.53888,147
12441,2013-05-17 12:30:00,43.08536,-1.4974223,460.3972,152
12620,2013-05-19 10:30:00,47.88326,12.031587,108.01547,133
12708,2013-05-20 09:30:00,47.109848,23.616684,202.91798,44
12893,2013-05-22 11:30:00,41.9201,17.033327,212.53433,37
12924,2013-05-22 17:30:00,42.012924,13.007941,201.16145,110
13298,2013-05-26 11:30:00,39.31049,-2.181939,10.570008,10
13373,2013-05-27 08:30:00,38.425545,1.9963619,1229.2957,507
13640,2013-05-29 17:30:00,44.903618,19.883898,57.148155,20
13681,2013-05-30 03:30:00,46.204887,17.913685,442.5134,251
13724,2013-05-30 11:30:00,48.682312,21.204103,1484.301,463
13744,2013-05-30 21:30:00,48.644653,23.14521,670.4446,389
14456,2013-06-06 13:30:00,43.178257,-2.9321816,605.80164,231
14449,2013-06-06 21:30:00,49.301064,21.502296,1450.8735,784
14543,2013-06-07 18:30:00,49.59962,23.721176,78.394806,152
14677,2013-06-08 16:30:00,43.754963,-1.8702217,792.7921,659
14721,2013-06-09 04:30:00,42.498585,4.1002116,3.134789,50
14806,2013-06-09 21:30:00,38.28189,11.141597,2.9593594,11
14852,2013-06-10 10:30:00,45.211437,15.833026,10.842193,23
15106,2013-06-13 13:30:00,41.50946,24.42006,62.53321,65
15655,2013-06-18 11:30:00,47.741665,15.875,0.0,12
15660,2013-06-18 12:30:00,51.483635,19.601028,19.459898,20
15799,2013-06-20 03:30:00,46.07254,5.9272532,1418.6711,741
15905,2013-06-21 08:30:00,42.006733,-1.8755529,17.58581,13
15940,2013-06-21 19:30:00,35.932186,2.8096743,1.6878269,25
15986,2013-06-22 09:30:00,49.023403,23.106833,79.62393,46
16044,2013-06-23 00:30:00,51.043476,18.6556,205.33258,113
16084,2013-06-23 14:30:00,46.313457,9.463763,31.309376,10
16142,2013-06-24 06:30:00,44.27938,14.708871,502.0299,145
16154,2013-06-24 08:30:00,48.10711,15.7287655,530.24384,141
16157,2013-06-24 19:30:00,49.35,24.45,0.00014634817,76
16265,2013-06-25 07:30:00,45.80782,24.109623,108.86782,96
16473,2013-06-27 11:30:00,45.908726,8.55528,15.707575,14
16622,2013-06-29 02:30:00,41.344234,17.730608,42.71939,48
16881,2013-07-01 15:30:00,50.813454,7.2208414,49.97025,31
16866,2013-07-02 02:30:00,49.87196,-6.3280053,86.02581,1663
17564,2013-07-08 12:30:00,43.84274,6.4062867,38.483246,40
17645,2013-07-09 11:30:00,44.92721,4.15352,24.334618,37
17812,2013-07-11 07:30:00,49.243645,19.644054,159.5565,39
17831,2013-07-11 12:30:00,46.083447,15.353089,24.610455,29
18036,2013-07-13 13:30:00,42.59986,2.0930614,22.187881,48
18845,2013-07-21 14:30:00,46.869884,-0.88954467,18.6218,37
19046,2013-07-23 13:30:00,45.955097,1.4593965,13.800995,11
20647,2013-08-08 16:30:00,41.50015,8.79354,1317.3151,437
20705,2013-08-09 06:30:00,46.72445,13.047202,52.45228,40
20817,2013-08-10 07:30:00,40.62241,18.594894,285.95145,63
20833,2013-08-10 10:30:00,48.71537,23.93513,76.06071,18
21269,2013-08-14 12:30:00,42.967487,13.719741,46.85733,28
21495,2013-08-16 12:30:00,40.685627,-0.9706691,141.30045,185
22365,2013-08-25 03:30:00,42.29504,12.031686,410.41797,79
22444,2013-08-25 22:30:00,39.615654,2.441171,91.648544,20
22485,2013-08-26 09:30:00,46.534897,19.663363,774.58765,288
22660,2013-08-28 01:30:00,44.652245,13.882524,2.675,18
22688,2013-08-28 08:30:00,40.717907,-0.8767561,2.5963016,32
22858,2013-08-29 20:30:00,38.09286,5.2060256,410.2077,90
22905,2013-08-30 10:30:00,40.397892,10.208568,1307.041,468
22932,2013-08-30 16:30:00,36.211,10.705495,335.45972,276
22952,2013-08-30 20:30:00,35.651066,3.9675155,46.034973,124
