time_minus12h,time_minus6h,time_0h,time_plus6h,time_plus12h,center_lat,center_lon,track_number,total_precip,area,wt
2014-11-30 17:30:00,2014-11-30 23:30:00,2014-12-01 05:30:00,2014-12-01 11:30:00,2014-12-01 17:30:00,44.05643,9.876352,30879,4852.38,1206,
2014-12-08 10:30:00,2014-12-08 16:30:00,2014-12-08 22:30:00,2014-12-09 04:30:00,2014-12-09 10:30:00,44.263092,9.194039,31551,689.0247,232,
2015-04-03 16:30:00,2015-04-03 22:30:00,2015-04-04 04:30:00,2015-04-04 10:30:00,2015-04-04 16:30:00,45.46176,8.379412,7932,0.0,17,
2015-05-19 00:30:00,2015-05-19 06:30:00,2015-05-19 12:30:00,2015-05-19 18:30:00,2015-05-20 00:30:00,45.68641,8.151633,12231,586.57166,125,
2015-06-13 16:30:00,2015-06-13 22:30:00,2015-06-14 04:30:00,2015-06-14 10:30:00,2015-06-14 16:30:00,45.90113,8.868566,14708,32.210026,31,
2015-06-13 16:30:00,2015-06-13 22:30:00,2015-06-14 04:30:00,2015-06-14 10:30:00,2015-06-14 16:30:00,45.185715,12.211737,14712,34.414658,14,
2015-06-16 04:30:00,2015-06-16 10:30:00,2015-06-16 16:30:00,2015-06-16 22:30:00,2015-06-17 04:30:00,43.36489,12.338346,14962,7.409435,16,
2015-08-18 03:30:00,2015-08-18 09:30:00,2015-08-18 15:30:00,2015-08-18 21:30:00,2015-08-19 03:30:00,45.16661,8.688308,20581,52.189743,81,
2015-10-27 07:30:00,2015-10-27 13:30:00,2015-10-27 19:30:00,2015-10-28 01:30:00,2015-10-28 07:30:00,43.58458,10.094338,26975,178.67151,31,
2016-01-05 19:30:00,2016-01-06 01:30:00,2016-01-06 07:30:00,2016-01-06 13:30:00,2016-01-06 19:30:00,44.182808,12.627693,446,3017.7441,1959,
